Name,Symbol
Pushpanjali Realms and Infratech Limited,PUSHPREALM
PVR Limited,PVR
Quess Corp Limited,QUESS
Quick Heal Technologies Limited,QUICKHEAL
R M Drip and Sprinklers Systems Limited,RMDRIP
R Systems International Limited,RSYSTEMS
R. S. Software (India) Limited,RSSOFTWARE
R.P.P. Infra Projects Limited,RPPINFRA
Radaan Mediaworks India Limited,RADAAN
Radha Madhav Corporation Limited,RMCL
Radico Khaitan Limited,RADICO
Rail Vikas Nigam Limited,RVNL
Rain Industries Limited,RAIN
Raj Oil Mills Limited,RAJOIL
Raj Rayon Industries Limited,RAJRAYON
Raj Television Network Limited,RAJTV
Rajdarshan Industries Limited,ARENTERP
Rajesh Exports Limited,RAJESHEXPO
Rajnandini Metal Limited,RAJMET
Rajshree Polypack Limited,RPPL
Rajshree Sugars & Chemicals Limited,RAJSREESUG
Rallis India Limited,RALLIS
Rama Steel Tubes Limited,RAMASTEEL
Ramco Industries Limited,RAMCOIND
Ramco Systems Limited,RAMCOSYS
Ramkrishna Forgings Limited,RKFORGE
Ramky Infrastructure Limited,RAMKY
Ramsarup Industries Limited,RAMSARUP
Rana Sugars Limited,RANASUG
Rane (Madras) Limited,RML
Rane Brake Lining Limited,RBL
Rane Engine Valve Limited,RANEENGINE
Rane Holdings Limited,RANEHOLDIN
Rashtriya Chemicals and Fertilizers Limited,RCF
Ratnamani Metals & Tubes Limited,RATNAMANI
RattanIndia Infrastructure Limited,RTNINFRA
RattanIndia Power Limited,RTNPOWER
Ravi Kumar Distilleries Limited,RKDL
Raymond Limited,RAYMOND
RBL Bank Limited,RBLBANK
REC Limited,RECLTD
Redington (India) Limited,REDINGTON
Refex Industries Limited,REFEX
Relaxo Footwears Limited,RELAXO
Reliable Data Services Limited,RELIABLE
Reliance Capital Limited,RELCAPITAL
Reliance Communications Limited,RCOM
Reliance Home Finance Limited,RHFL
Reliance Industrial Infrastructure Limited,RIIL
Reliance Industries Limited,RELIANCE
Reliance Infrastructure Limited,RELINFRA
Reliance Naval and Engineering Limited,RNAVAL
Reliance Power Limited,RPOWER
Religare Enterprises Limited,RELIGARE
Remsons Industries Limited,REMSONSIND
Renaissance Global Limited,RGL
Repco Home Finance Limited,REPCOHOME
Repro India Limited,REPRO
Responsive Industries Limited,RESPONIND
Revathi Equipment Limited,REVATHI
Rico Auto Industries Limited,RICOAUTO
RITES Limited,RITES
RKEC Projects Limited,RKEC
Rohit Ferro-Tech Limited,ROHITFERRO
Rollatainers Limited,ROLLT
Rolta India Limited,ROLTA
Rossari Biotech Limited,ROSSARI
Rossell India Limited,ROSSELLIND
Route Mobile Limited,ROUTE
Royal Orchid Hotels Limited,ROHLTD
RPG Life Sciences Limited,RPGLIFE
RSWM Limited,RSWM
Ruchi Infrastructure Limited,RUCHINFRA
Ruchi Soya Industries Limited,RUCHI
Ruchira Papers Limited,RUCHIRA
Rudrabhishek Enterprises Limited,REPL
Rupa & Company Limited,RUPA
Rushil Decor Limited,RUSHIL
S Chand And Company Limited,SCHAND
S H Kelkar and Company Limited,SHK
S&S Power Switchgears Limited,S&SPOWER
S. P. Apparels Limited,SPAL
S.A.L. Steel Limited,SALSTEEL
S.E. Power Limited,SEPOWER
S.S. Infrastructure Development Consultants Limited,SSINFRA
Sab Events & Governance Now Media Limited,SABEVENTS
Sadbhav Engineering Limited,SADBHAV
Sadbhav Infrastructure Project Limited,SADBHIN
Safari Industries (India) Limited,SAFARI
Sagar Cements Limited,SAGCEM
Sagardeep Alloys Limited,SAGARDEEP
Sakar Healthcare Limited,SAKAR
Saketh Exim Limited,SAKETH
Saksoft Limited,SAKSOFT
Sakthi Sugars Limited,SAKHTISUG
Sakuma Exports Limited,SAKUMA
Salasar Exteriors and Contour Limited,SECL
Salasar Techno Engineering Limited,SALASAR
Salona Cotspin Limited,SALONA
Salzer Electronics Limited,SALZERELEC
Sambhaav Media Limited,SAMBHAAV
Sanco Industries Limited,SANCO
Sandhar Technologies Limited,SANDHAR
Sangam (India) Limited,SANGAMIND
Sanghi Industries Limited,SANGHIIND
Sanghvi Forging and Engineering Limited,SANGHVIFOR
Sanghvi Movers Limited,SANGHVIMOV
Sanginita Chemicals Limited,SANGINITA
Sanofi India Limited,SANOFI
Sanwaria Consumer Limited,SANWARIA
Sarda Energy & Minerals Limited,SARDAEN
Saregama India Limited,SAREGAMA
Sarla Performance Fibers Limited,SARLAPOLY
Sarveshwar Foods Limited,SARVESHWAR
Sasken Technologies Limited,SASKEN
Sastasundar Ventures Limited,SASTASUNDR
Sathavahana Ispat Limited,SATHAISPAT
Satia Industries Limited,SATIA
Satin Creditcare Network Limited,SATIN
Savita Oil Technologies Limited,SOTL
SBI Cards and Payment Services Limited,SBICARD
SBI Life Insurance Company Limited,SBILIFE
Schaeffler India Limited,SCHAEFFLER
Schneider Electric Infrastructure Limited,SCHNEIDER
Seamec Limited,SEAMECLTD
SecUR Credentials Limited,SECURCRED
Security and Intelligence Services (India) Limited,SIS
SEL Manufacturing Company Limited,SELMCL
Selan Exploration Technology Limited,SELAN
Sequent Scientific Limited,SEQUENT
Servotech Power Systems Limited,SERVOTECH
Seshasayee Paper and Boards Limited,SESHAPAPER
Setco Automotive Limited,SETCO
Setubandhan Infrastructure Limited,SETUINFRA
Seya Industries Limited,SEYAIND
Sezal Glass Limited,SEZAL
Shah Alloys Limited,SHAHALLOYS
Shaival Reality Limited,SHAIVAL
Shakti_Pumps (India) Limited,SHAKTIPUMP
Shalby Limited,SHALBY
Shalimar Paints Limited,SHALPAINTS
Shankara Building Products Limited,SHANKARA
Shanthi Gears Limited,SHANTIGEAR
Shanti Overseas (India) Limited,SHANTI
Sharda Cropchem Limited,SHARDACROP
Sharda Motor Industries Limited,SHARDAMOTR
Sharon Bio-Medicine Limited,SHARONBIO
Sheela Foam Limited,SFL
Shekhawati Poly-Yarn Limited,SPYL
Shemaroo Entertainment Limited,SHEMAROO
Shilpa Medicare Limited,SHILPAMED
Shipping Corporation of India Limited,SCI
Shirpur Gold Refinery Limited,SHIRPUR-G
Shiv Aum Steels Limited,SHIVAUM
Shiva Mills Limited,SHIVAMILLS
Shiva Texyarn Limited,SHIVATEX
Shivam Autotech Limited,SHIVAMAUTO
Shoppers Stop Limited,SHOPERSTOP
Shradha Infraprojects Limited,SHRADHA
Shree Cement Limited,SHREECEM
Shree Digvijay Cement Co.Ltd,SHREDIGCEM
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK
Shree Ram Proteins Limited,SRPL
Shree Rama Multi-Tech Limited,SHREERAMA
Shree Rama Newsprint Limited,RAMANEWS
Shree Renuka Sugars Limited,RENUKA
Shree Tirupati Balajee FIBC Limited,TIRUPATI
Shree Vasu Logistics Limited,SVLL
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS
Shrenik Limited,SHRENIK
Shreyans Industries Limited,SHREYANIND
Shreyas Shipping & Logistics Limited,SHREYAS
Shri Ram Switchgears Limited,SRIRAM
Shriram City Union Finance Limited,SHRIRAMCIT
Shriram EPC Limited,SHRIRAMEPC
Shriram Pistons & Rings Limited,SHRIPISTON
Shriram Transport Finance Company Limited,SRTRANSFIN
Shubhlaxmi Jewel Art Limited,SHUBHLAXMI
Shyam Century Ferrous Limited,SHYAMCENT
Shyam Metalics and Energy Ltd,SHYAMMETL
Shyam Telecom Limited,SHYAMTEL
Sicagen India Limited,SICAGEN
Sical Logistics Limited,SICAL
Siemens Limited,SIEMENS
Signet Industries Limited,SIGIND
Sikko Industries Limited,SIKKO
SIL Investments Limited,SILINV
Silgo Retail Limited,SILGO
Silly Monks Entertainment Limited,SILLYMONKS
Silver Touch Technologies Limited,SILVERTUC
Simbhaoli Sugars Limited,SIMBHALS
Simplex Infrastructures Limited,SIMPLEXINF
Sintercom India Limited,SINTERCOM
Sintex Industries Limited,SINTEX
Sintex Plastics Technology Limited,SPTL
Sirca Paints India Limited,SIRCA
Siti Networks Limited,SITINET
Siyaram Silk Mills Limited,SIYSIL
SJVN Limited,SJVN
SKF India Limited,SKFINDIA
SKIL Infrastructure Limited,SKIL
Skipper Limited,SKIPPER
SKM Egg Products Export (India) Limited,SKMEGGPROD
SKS Textiles Limited,SKSTEXTILE
Smartlink Holdings Limited,SMARTLINK
SML Isuzu Limited,SMLISUZU
SMS Lifesciences India Limited,SMSLIFE
SMS Pharmaceuticals Limited,SMSPHARMA
SMVD Poly Pack Limited,SMVD
Snowman Logistics Limited,SNOWMAN
Sobha Limited,SOBHA
Softtech Engineers Limited,SOFTTECH
Solar Industries India Limited,SOLARINDS
Solara Active Pharma Sciences Limited,SOLARA
Solex Energy Limited,SOLEX
Som Distilleries & Breweries Limited,SDBL
Soma Textiles & Industries Limited,SOMATEX
Somany Ceramics Limited,SOMANYCERA
Somany Home Innovation Limited,SHIL
Somi Conveyor Beltings Limited,SOMICONVEY
Sona Hi Sona Jewellers (Gujarat) Limited,SONAHISONA
Sonam Clock Limited,SONAMCLOCK
Sonata Software Limited,SONATSOFTW
Soni Soya Products Limited,SONISOYA
SORIL Infra Resources Limited,SORILINFRA
South West Pinnacle Exploration Limited,SOUTHWEST
Southern Petrochemicals Industries Corporation Limited,SPIC
Spacenet Enterprises India Limited,SPCENET
Spandana Sphoorty Financial Limited,SPANDANA
Speciality Restaurants Limited,SPECIALITY
Spectrum Electrical Industries Limited,SPECTRUM
Spencer's Retail Limited,SPENCERS
Spentex Industries Limited,SPENTEX
SPL Industries Limited,SPLIL
Splendid Metal Products Limited,SMPL
SPML Infra Limited,SPMLINFRA
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD
Sreeleathers Limited,SREEL
SREI Infrastructure Finance Limited,SREINFRA
SRF Limited,SRF
Sri Adhikari Brothers Television Network Limited,SABTN
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA
Srikalahasthi Pipes Limited,SRIPIPES
Stampede Capital Limited,STAMPEDE
Standard Industries Limited,SIL
Star Cement Limited,STARCEMENT
Star Paper Mills Limited,STARPAPER
State Bank of India,SBIN
Steel Authority of India Limited,SAIL
Steel City Securities Limited,STEELCITY
Steel Exchange India Limited,STEELXIND
Steel Strips Wheels Limited,SSWL
Stel Holdings Limited,STEL
Sterling And Wilson Solar Limited,SWSOLAR
Sterling Tools Limited,STERTOOLS
Sterlite Technologies Limited,STRTECH
STI India Limited,STINDIA
STL Global Limited,SGL
Strides Pharma Science Limited,STAR
Subex Limited,SUBEXLTD
Subros Limited,SUBROS
Sudarshan Chemical Industries Limited,SUDARSCHEM
Sujana Universal Industries Limited,SUJANAUNI
Sumeet Industries Limited,SUMEETINDS
Sumit Woods Limited,SUMIT
Sumitomo Chemical India Limited,SUMICHEM
Summit Securities Limited,SUMMITSEC
Sun Pharma Advanced Research Company Limited,SPARC
Sun Pharmaceutical Industries Limited,SUNPHARMA
Sun TV Network Limited,SUNTV
Sundaram Brake Linings Limited,SUNDRMBRAK
Sundaram Clayton Limited,SUNCLAYLTD
Sundaram Finance Holdings Limited,SUNDARMHLD
Sundaram Finance Limited,SUNDARMFIN
Sundaram Multi Pap Limited,SUNDARAM
Sundram Fasteners Limited,SUNDRMFAST
Sunflag Iron And Steel Company Limited,SUNFLAG
Super Spinning Mills Limited,SUPERSPIN
Superhouse Limited,SUPERHOUSE
Suprajit Engineering Limited,SUPRAJIT
Supreme Engineering Limited,SUPREMEENG
Supreme Industries Limited,SUPREMEIND
Supreme Infrastructure India Limited,SUPREMEINF
Supreme Petrochem Limited,SUPPETRO
Surana Solar Limited,SURANASOL
Surana Telecom and Power Limited,SURANAT&P
Surani Steel Tubes Limited,SURANI
Surevin BPO Services Limited,SUREVIN
Surya Roshni Limited,SURYAROSNI
Suryalakshmi Cotton Mills Limited,SURYALAXMI
Sutlej Textiles and Industries Limited,SUTLEJTEX
Suumaya Lifestyle Limited,SUULD
Suven Life Sciences Limited,SUVEN
Suven Pharmaceuticals Limited,SUVENPHAR
Suzlon Energy Limited,SUZLON
Swan Energy Limited,SWANENERGY
Swaraj Engines Limited,SWARAJENG
Swelect Energy Systems Limited,SWELECTES
Symphony Limited,SYMPHONY
Syncom Healthcare Limited,SYNCOM
Syngene International Limited,SYNGENE
T T Limited,TTL
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM
Taj GVK Hotels & Resorts Limited,TAJGVK
Take Solutions Limited,TAKE
Talbros Automotive Components Limited,TALBROAUTO
Talwalkars Better Value Fitness Limited,TALWALKARS
Talwalkars Healthclubs Limited,TALWGYM
Tamil Nadu Newsprint & Papers Limited,TNPL
Tamil Nadu Petroproducts Limited,TNPETRO
Tamil Nadu Telecommunication Limited,TNTELE
Tanla Solutions Limited,TANLA
Tantia Constructions Limited,TANTIACONS
Tara Chand Logistic Solutions Limited,TARACHAND
Tarmat Limited,TARMAT
Tasty Bite Eatables Limited,TASTYBITE
Tata Chemicals Limited,TATACHEM
Tata Coffee Limited,TATACOFFEE
Tata Communications Limited,TATACOMM
Tata Consultancy Services Limited,TCS
Tata Consumer Products Limited,TATACONSUM
Tata Elxsi Limited,TATAELXSI
Tata Investment Corporation Limited,TATAINVEST
Tata Metaliks Limited,TATAMETALI
Tata Motors Limited,TATAMOTORS
Tata Power Company Limited,TATAPOWER
Tata Steel Bsl Limited,TATASTLBSL
Tata Steel Limited,TATASTEEL
Tata Steel Long Products Limited,TATASTLLP
Tata Teleservices (Maharashtra) Limited,TTML
TCI Developers Limited,TCIDEVELOP
TCI Express Limited,TCIEXP
TCI Finance Limited,TCIFINANCE
TCNS Clothing Co. Limited,TCNSBRANDS
TCPL Packaging Limited,TCPLPACK
TD Power Systems Limited,TDPOWERSYS
Teamlease Services Limited,TEAMLEASE
Tech Mahindra Limited,TECHM
Techindia Nirman Limited,TECHIN
Techno Electric & Engineering Company Limited,TECHNOE
Technocraft Industries (India) Limited,TIIL
Technofab Engineering Limited,TECHNOFAB
Tejas Networks Limited,TEJASNET
Tera Software Limited,TERASOFT
Texmaco Infrastructure & Holdings Limited,TEXINFRA
Texmaco Rail & Engineering Limited,TEXRAIL
Texmo Pipes and Products Limited,TEXMOPIPES
TGB Banquets And Hotels Limited,TGBHOTELS
Thangamayil Jewellery Limited,THANGAMAYL
The Andhra Sugars Limited,ANDHRSUGAR
The Anup Engineering Limited,ANUP
The Byke Hospitality Ltd,BYKE
The Federal Bank Limited,FEDERALBNK
The Great Eastern Shipping Company Limited,GESHIP
The Grob Tea Company Limited,GROBTEA
The Hi-Tech Gears Limited,HITECHGEAR
The India Cements Limited,INDIACEM
The Indian Hotels Company Limited,INDHOTEL
The Investment Trust Of India Limited,THEINVEST
The Jammu & Kashmir Bank Limited,J&KBANK
The Karnataka Bank Limited,KTKBANK
The Mandhana Retail Ventures Limited,TMRVL
The Motor & General Finance Limited,MOTOGENFIN
The New India Assurance Company Limited,NIACL
The Orissa Minerals Development Company Limited,ORISSAMINE
The Peria Karamalai Tea & Produce Company Limited,PKTEA
The Phoenix Mills Limited,PHOENIXLTD
The Ramco Cements Limited,RAMCOCEM
The Ruby Mills Limited,RUBYMILLS
The Sandesh Limited,SANDESH
The South Indian Bank Limited,SOUTHBANK
The State Trading Corporation of India Limited,STCINDIA
The Tinplate Company of India Limited,TINPLATE
The Ugar Sugar Works Limited,UGARSUGAR
The United Nilgiri Tea Estates Company Limited,UNITEDTEA
The Western India Plywoods Limited,WIPL
Thejo Engineering Limited,THEJO
Themis Medicare Limited,THEMISMED
Thermax Limited,THERMAX
Thiru Arooran Sugars Limited,THIRUSUGAR
Thirumalai Chemicals Limited,TIRUMALCHM
Thomas Cook (India) Limited,THOMASCOOK
Thomas Scott (India) Limited,THOMASCOTT
Thyrocare Technologies Limited,THYROCARE
Tide Water Oil Company (India) Limited,TIDEWATER
Tijaria Polypipes Limited,TIJARIA
TIL Limited,TIL
Tilaknagar Industries Limited,TI
Time Technoplast Limited,TIMETECHNO
Times Guaranty Limited,TIMESGTY
Timken India Limited,TIMKEN
TIPS Industries Limited,TIPSINDLTD
Tirupati Forge Limited,TIRUPATIFL
Titagarh Wagons Limited,TWL
Titan Company Limited,TITAN
Tokyo Plast International Limited,TOKYOPLAST
Torrent Pharmaceuticals Limited,TORNTPHARM
Torrent Power Limited,TORNTPOWER
Total Transport Systems Limited,TOTAL
Touchwood Entertainment Limited,TOUCHWOOD
Tourism Finance Corporation of India Limited,TFCILTD
TPL Plastech Limited,TPLPLASTEH
Transformers And Rectifiers (India) Limited,TRIL
Transport Corporation of India Limited,TCI
Transwarranty Finance Limited,TFL
Transwind Infrastructures Limited,TRANSWIND
Tree House Education & Accessories Limited,TREEHOUSE
Trejhara Solutions Limited,TREJHARA
Trent Limited,TRENT
TRF Limited,TRF
Tribhovandas Bhimji Zaveri Limited,TBZ
Trident Limited,TRIDENT
Trigyn Technologies Limited,TRIGYN
Triveni Engineering & Industries Limited,TRIVENI
Triveni Turbine Limited,TRITURBINE
TTK Healthcare Limited,TTKHLTCARE
TTK Prestige Limited,TTKPRESTIG
Tube Investments of India Limited,TIINDIA
TV Today Network Limited,TVTODAY
TV Vision Limited,TVVISION
TV18 Broadcast Limited,TV18BRDCST
TVS Electronics Limited,TVSELECT
TVS Motor Company Limited,TVSMOTOR
TVS Srichakra Limited,TVSSRICHAK
Ucal Fuel Systems Limited,UCALFUEL
UCO Bank,UCOBANK
UFLEX Limited,UFLEX
UFO Moviez India Limited,UFO
UGRO Capital Limited,UGROCAP
Ujaas Energy Limited,UJAAS
Ujjivan Financial Services Limited,UJJIVAN
Ujjivan Small Finance Bank Limited,UJJIVANSFB
Ultra Wiring Connectivity System Limited,UWCSL
UltraTech Cement Limited,ULTRACEMCO
Umang Dairies Limited,UMANGDAIRY
Unichem Laboratories Limited,UNICHEMLAB
Uniinfo Telecom Services Limited,UNIINFO
Union Bank of India,UNIONBANK
Uniphos Enterprises Limited,UNIENTER
Uniply Industries Limited,UNIPLY
Unitech Limited,UNITECH
United Breweries Limited,UBL
United Polyfab Gujarat Limited,UNITEDPOLY
United Spirits Limited,MCDOWELL-N
Unity Infraprojects Limited,UNITY
Univastu India Limited,UNIVASTU
Universal Cables Limited,UNIVCABLES
Universus Photo Imagings Limited,UNIVPHOTO
UPL Limited,UPL
Uravi T and Wedge Lamps Limited,URAVI
Urja Global Limited,URJA
Usha Martin Education & Solutions Limited,UMESLTD
Usha Martin Limited,USHAMART
Ushanti Colour Chem Limited,UCL
UTI Asset Management Company Limited,UTIAMC
Uttam Galva Steels Limited,UTTAMSTL
Uttam Sugar Mills Limited,UTTAMSUGAR
Uttam Value Steels Limited,UVSL
Shukla industries Pvt LTD,VSTTILLERS
V2 Retail Limited,V2RETAIL
VA Tech Wabag Limited,WABAG
Vadilal Industries Limited,VADILALIND
Vadivarhe Speciality Chemicals Limited,VSCL
Vaibhav Global Limited,VAIBHAVGBL
Vaishali Pharma Limited,VAISHALI
Vakrangee Limited,VAKRANGEE
Vardhman Acrylics Limited,VARDHACRLC
Vardhman Holdings Limited,VHL
Vardhman Polytex Limited,VARDMNPOLY
Vardhman Special Steels Limited,VSSL
Vardhman Textiles Limited,VTL
Varroc Engineering Limited,VARROC
Varun Beverages Limited,VBL
Vasa Retail and Overseas Ltd,VASA
Vascon Engineers Limited,VASCONEQ
Vaswani Industries Limited,VASWANI
Vaxtex Cotfab Limited,VCL
Vedanta Limited,VEDL
Venky's (India) Limited,VENKEYS
Venus Remedies Limited,VENUSREM
Vera Synthetic Limited,VERA
Vertoz Advertising Limited,VERTOZ
Vesuvius India Limited,VESUVIUS
Veto Switchgears And Cables Limited,VETO
V-Guard Industries Limited,VGUARD
Viceroy Hotels Limited,VICEROY
Videocon Industries Limited,VIDEOIND
Vidhi Specialty Food Ingredients Limited,VIDHIING
Viji Finance Limited,VIJIFIN
Vikas EcoTech Limited,VIKASECO
Vikas Multicorp Limited,VIKASMCORP
Vimta Labs Limited,VIMTALABS
Vinati Organics Limited,VINATIORGA
Vindhya Telelinks Limited,VINDHYATEL
Vinny Overseas Limited,VINNY
Vinyl Chemicals (India) Limited,VINYLINDIA
VIP Clothing Limited,VIPCLOTHNG
VIP Industries Limited,VIPIND
Vipul Limited,VIPULLTD
Visa Steel Limited,VISASTEEL
Visagar Polytex Limited,VIVIDHA
Visaka Industries Limited,VISAKAIND
Vishnu Chemicals Limited,VISHNU
Vishwaraj Sugar Industries Limited,VISHWARAJ
Vivimed Labs Limited,VIVIMEDLAB
VLS Finance Limited,VLSFINANCE
V-Mart Retail Limited,VMART
Vodafone Idea Limited,IDEA
Voltamp Transformers Limited,VOLTAMP
Voltas Limited,VOLTAS
VRL Logistics Limited,VRLLOG
VST Industries Limited,VSTIND
W S Industries (I) Limited,WSI
WABCO India Limited,WABCOINDIA
Walchandnagar Industries Limited,WALCHANNAG
Wanbury Limited,WANBURY
Wealth First Portfolio Managers Limited,WEALTH
Websol Energy System Limited,WEBELSOLAR
Weizmann Limited,WEIZMANIND
Welspun Corp Limited,WELCORP
Welspun Enterprises Limited,WELENT
Welspun India Limited,WELSPUNIND
Welspun Investments and Commercials Limited,WELINV
Wendt (India) Limited,WENDT
West Coast Paper Mills Limited,WSTCSTPAPR
Wheels India Limited,WHEELS
Whirlpool of India Limited,WHIRLPOOL
Williamson Magor & Company Limited,WILLAMAGOR
Windsor Machines Limited,WINDMACHIN
Wipro Limited,WIPRO
Wockhardt Limited,WOCKPHARMA
Wonder Fibromats Limited,WFL
Wonderla Holidays Limited,WONDERLA
Worth Peripherals Limited,WORTH
Xchanging Solutions Limited,XCHANGING
Xelpmoc Design And Tech Limited,XELPMOC
Xpro India Limited,XPROINDIA
Yes Bank Limited,YESBANK
Zee Entertainment Enterprises Limited,ZEEL
Zee Learn Limited,ZEELEARN
Zee Media Corporation Limited,ZEEMEDIA
Zen Technologies Limited,ZENTEC
Zenith Birla (India) Limited,ZENITHBIR
Zenith Exports Limited,ZENITHEXPO
Zensar Technologies Limited,ZENSARTECH
Zicom Electronic Security Systems Limited,ZICOM
Zodiac Clothing Company Limited,ZODIACLOTH
Zodiac Energy Limited,ZODIAC
Zodiac JRD- MKJ Limited,ZODJRDMKJ
Zota Health Care Limited,ZOTA
Zuari Agro Chemicals Limited,ZUARI
Zuari Global Limited,ZUARIGLOB
Zydus Wellness Limited,ZYDUSWELL
ZAGGLE Zaggle,ZAGGLE
360 ONE WAM LIMITED,360ONE
3i Infotech Limited,3IINFOLTD
3M India Limited,3MINDIA
63 moons technologies limited,63MOONS
AAA Technologies Limited,AAATECH
Aadhar Housing Finance Limited,AADHARHFC
Aarey Drugs & Pharmaceuticals Limited,AAREYDRUGS
Aartech Solonics Limited,AARTECH
Aarti Pharmalabs Limited,AARTIPHARM
Aarti Surfactants Limited,AARTISURF
Abbott India Limited,ABBOTINDIA
Allied Blenders and Distillers Limited,ABDL
ABM International Limited,ABMINTLLTD
Aditya Birla Real Estate Limited,ABREL
Aditya Birla Sun Life AMC Limited,ABSLAMC
Archean Chemical Industries Limited,ACI
Andhra Cements Limited,ACL
Allcargo Gati Limited,ACLGATI
Acme Solar Holdings Limited,ACMESOLAR
Adani Energy Solutions Limited,ADANIENSOL
Archidply Decor Limited,ADL
Aegis Logistics Limited,AEGISLOG
Aeroflex Industries Limited,AEROFLEX
Aether Industries Limited,AETHER
Afcons Infrastructure Limited,AFCONS
Affordable Robotic & Automation Limited,AFFORDABLE
Akme Fintrade (India) Limited,AFIL
Dr. Agarwal's Health Care Limited,AGARWALEYE
AGI Greenpac Limited,AGI
Agi Infra Limited,AGIIL
AGS Transact Technologies Limited,AGSTRA
Abans Holdings Limited,AHL
Authum Investment & Infrastructure Limited,AIIL
Ajax Engineering Limited,AJAXENGG
AKI India Limited,AKI
Akshar Spintex Limited,AKSHAR
Akums Drugs and Pharmaceuticals Limited,AKUMS
Alivus Life Sciences Limited,ALIVUS
Alldigi Tech Limited,ALLDIGI
Ambica Agarbathies & Aroma industries Limited,AMBICAAGAR
Ami Organics Limited,AMIORG
Amines & Plasticizers Limited,AMNPLST
Anand Rathi Wealth Limited,ANANDRATHI
ANDHRA PAPER LIMITED,ANDHRAPAP
Angel One Limited,ANGELONE
Anmol India Limited,ANMOL
Antarctica Limited,ANTGRAPHIC
Anuh Pharma Limited,ANUHPHR
Anupam Rasayan India Limited,ANURAS
Aptus Value Housing Finance India Limited,APTUS
Amara Raja Energy & Mobility Limited,ARE&M
Arihant Capital Markets Limited,ARIHANTCAP
Arkade Developers Limited,ARKADE
Ashoka Metcast Limited,ASHOKAMET
Asian Energy Services Limited,ASIANENE
ASK Automotive Limited,ASKAUTOLTD
Bartronics India Limited,ASMS
Atal Realtech Limited,ATALREAL
Atam Valves Limited,ATAM
Adani Total Gas Limited,ATGL
Allcargo Terminals Limited,ATL
ATLANTAA LIMITED,ATLANTAA
Aurionpro Solutions Limited,AURIONPRO
Aurum PropTech Limited,AURUM
Avalon Technologies Limited,AVALON
Avantel Limited,AVANTEL
Aditya Vision Limited,AVL
Avonmore Capital & Management Services Limited,AVONMORE
AVRO INDIA LIMITED,AVROIND
Awfis Space Solutions Limited,AWFIS
Antony Waste Handling Cell Limited,AWHCL
